event_index,user_id,session_id,step_index,timestamp,time_of_day,month,device,region,traffic,current_page,next_page,action,price,discounted_price,color,model_type
6944,user_74,sess_1320,1,2024-01-13T14:24:10Z,afternoon,january,tablet,eu_west,direct,search_results,exit,click,449.84,382.36,green,standard
6945,user_41,sess_1321,0,2024-01-13T14:28:32Z,afternoon,january,mobile,ap_south,organic,home,search_results,scroll,4813.56,4091.53,black,pro
6946,user_41,sess_1321,1,2024-01-13T14:31:00Z,afternoon,january,mobile,us_east,organic,search_results,home,view,5925.06,5036.3,black,pro
6947,user_41,sess_1321,2,2024-01-13T14:32:43Z,afternoon,january,mobile,us_east,direct,home,search_results,irrational_jump,2921.73,2483.47,black,pro
6948,user_41,sess_1321,3,2024-01-13T14:36:19Z,afternoon,january,tablet,eu_west,direct,search_results,product_details,view,2880.28,2448.24,black,pro
6949,user_41,sess_1321,4,2024-01-13T14:39:43Z,afternoon,january,desktop,ap_south,organic,product_details,search_results,view,7810.07,6638.56,black,pro
6950,user_41,sess_1321,5,2024-01-13T14:43:35Z,afternoon,january,desktop,eu_west,organic,search_results,product_details,click,3030.85,2576.22,black,standard
6951,user_41,sess_1321,6,2024-01-13T14:45:33Z,afternoon,january,desktop,us_east,organic,product_details,exit,view,2064.7,1754.99,black,pro
6952,user_6,sess_1322,0,2024-01-13T14:47:01Z,afternoon,january,desktop,us_east,paid_ads,home,search_results,click,2124.08,1805.47,black,pro
6953,user_6,sess_1322,1,2024-01-13T14:51:11Z,afternoon,january,tablet,eu_west,paid_ads,search_results,product_details,click,7706.52,6550.54,black,pro
6954,user_6,sess_1322,2,2024-01-13T14:53:31Z,afternoon,january,tablet,us_east,organic,product_details,search_results,scroll,2910.31,2473.76,black,pro
6955,user_6,sess_1322,3,2024-01-13T14:58:04Z,afternoon,january,tablet,ap_south,organic,search_results,exit,click,7419.89,6306.91,black,pro
6956,user_70,sess_1323,0,2024-01-13T15:01:43Z,afternoon,january,desktop,us_east,paid_ads,home,product_details,view,332.47,282.6,green,pro
6957,user_70,sess_1323,1,2024-01-13T15:05:40Z,afternoon,january,desktop,us_east,paid_ads,product_details,cart,add_to_cart,359.42,305.51,black,basic
6958,user_70,sess_1323,2,2024-01-13T15:07:07Z,afternoon,january,desktop,ap_south,direct,cart,checkout,scroll,429.02,364.67,blue,basic
6959,user_70,sess_1323,3,2024-01-13T15:09:21Z,afternoon,january,tablet,ap_south,organic,checkout,purchase,purchase,703.57,598.03,silver,standard
6960,user_70,sess_1323,4,2024-01-13T15:12:48Z,afternoon,january,mobile,ap_south,organic,purchase,exit,click,797.0,677.45,black,basic
6961,user_26,sess_1324,0,2024-01-13T15:15:31Z,afternoon,january,mobile,ap_south,direct,home,search_results,hover,2298.05,1953.34,black,pro
6962,user_26,sess_1324,1,2024-01-13T15:19:43Z,afternoon,january,mobile,ap_south,organic,search_results,exit,click,2432.56,2067.68,black,pro
6963,user_7,sess_1325,0,2024-01-13T15:23:48Z,afternoon,january,desktop,ap_south,paid_ads,home,search_results,click,1600.1,1360.08,black,pro
6964,user_7,sess_1325,1,2024-01-13T15:26:00Z,afternoon,january,tablet,us_east,direct,search_results,product_details,view,1576.45,1339.98,black,pro
6965,user_7,sess_1325,2,2024-01-13T15:29:59Z,afternoon,january,mobile,us_east,direct,product_details,search_results,scroll,2085.72,1772.86,black,pro
6966,user_7,sess_1325,3,2024-01-13T15:32:04Z,afternoon,january,desktop,us_east,direct,search_results,home,scroll,6985.75,5937.89,black,pro
6967,user_7,sess_1325,4,2024-01-13T15:33:19Z,afternoon,january,desktop,us_east,direct,home,search_results,click,2072.14,1761.32,black,pro
6968,user_7,sess_1325,5,2024-01-13T15:36:33Z,afternoon,january,tablet,ap_south,direct,search_results,product_details,view,3459.37,2940.46,black,pro
6969,user_7,sess_1325,6,2024-01-13T15:40:09Z,afternoon,january,mobile,eu_west,direct,product_details,search_results,click,2753.5,2340.47,black,standard
6970,user_7,sess_1325,7,2024-01-13T15:41:57Z,afternoon,january,desktop,us_east,direct,search_results,home,hover,2002.56,1702.18,black,pro
6971,user_7,sess_1325,8,2024-01-13T15:46:39Z,afternoon,january,mobile,ap_south,paid_ads,home,product_details,hover,4486.99,3813.94,black,basic
6972,user_7,sess_1325,9,2024-01-13T15:49:55Z,afternoon,january,tablet,ap_south,paid_ads,product_details,purchase,irrational_jump,2467.67,2097.52,black,pro
6973,user_7,sess_1325,10,2024-01-13T15:53:49Z,afternoon,january,tablet,eu_west,paid_ads,purchase,exit,scroll,5276.2,4484.77,black,pro
6974,user_40,sess_1326,0,2024-01-13T15:54:12Z,afternoon,january,desktop,ap_south,direct,home,product_details,view,2911.46,2474.74,black,standard
6975,user_40,sess_1326,1,2024-01-13T15:56:21Z,afternoon,january,desktop,eu_west,organic,product_details,search_results,scroll,4422.41,3759.05,black,pro
6976,user_40,sess_1326,2,2024-01-13T15:59:51Z,afternoon,january,desktop,eu_west,paid_ads,search_results,exit,view,4782.87,4065.44,black,pro
6977,user_73,sess_1327,0,2024-01-13T16:03:53Z,afternoon,january,desktop,eu_west,paid_ads,home,search_results,click,763.21,648.73,green,basic
6978,user_73,sess_1327,1,2024-01-13T16:04:51Z,afternoon,january,mobile,us_east,direct,search_results,product_details,view,632.7,537.8,silver,basic
6979,user_73,sess_1327,2,2024-01-13T16:05:11Z,afternoon,january,desktop,ap_south,direct,product_details,exit,click,495.08,420.82,red,pro
6980,user_97,sess_1328,0,2024-01-13T16:09:09Z,afternoon,january,desktop,us_east,direct,home,search_results,view,357.9,304.21,silver,basic
6981,user_97,sess_1328,1,2024-01-13T16:12:27Z,afternoon,january,mobile,eu_west,paid_ads,search_results,exit,view,563.1,478.63,blue,standard
6982,user_9,sess_1329,0,2024-01-13T16:14:01Z,afternoon,january,mobile,us_east,direct,home,search_results,view,4147.07,3525.01,black,pro
6983,user_9,sess_1329,1,2024-01-13T16:14:57Z,afternoon,january,tablet,us_east,paid_ads,search_results,product_details,hover,4860.76,4131.65,black,pro
6984,user_9,sess_1329,2,2024-01-13T16:16:32Z,afternoon,january,desktop,eu_west,organic,product_details,search_results,hover,2347.53,1995.4,black,pro
6985,user_9,sess_1329,3,2024-01-13T16:18:35Z,afternoon,january,desktop,us_east,organic,search_results,product_details,hover,2757.39,2343.78,black,standard
6986,user_9,sess_1329,4,2024-01-13T16:22:01Z,afternoon,january,mobile,us_east,organic,product_details,search_results,scroll,2802.38,2382.02,black,pro
6987,user_9,sess_1329,5,2024-01-13T16:26:58Z,afternoon,january,desktop,us_east,direct,search_results,product_details,view,1634.64,1389.44,black,pro
6988,user_9,sess_1329,6,2024-01-13T16:30:55Z,afternoon,january,mobile,eu_west,organic,product_details,checkout,irrational_jump,6105.05,5189.29,black,pro
6989,user_9,sess_1329,7,2024-01-13T16:31:42Z,afternoon,january,mobile,ap_south,paid_ads,checkout,purchase,purchase,9933.88,8443.8,black,pro
6990,user_9,sess_1329,8,2024-01-13T16:32:54Z,afternoon,january,tablet,ap_south,organic,purchase,exit,click,2336.74,1986.23,black,pro
6991,user_67,sess_1330,0,2024-01-13T16:34:23Z,afternoon,january,mobile,ap_south,paid_ads,home,search_results,click,6296.04,5351.63,black,pro
6992,user_67,sess_1330,1,2024-01-13T16:36:38Z,afternoon,january,desktop,us_east,organic,search_results,product_details,view,3253.79,2765.72,red,pro
6993,user_67,sess_1330,2,2024-01-13T16:41:10Z,afternoon,january,tablet,us_east,paid_ads,product_details,search_results,scroll,2384.24,2026.6,black,pro
6994,user_67,sess_1330,3,2024-01-13T16:42:14Z,afternoon,january,tablet,ap_south,paid_ads,search_results,home,hover,4677.42,3975.81,black,pro
6995,user_67,sess_1330,4,2024-01-13T16:46:04Z,afternoon,january,desktop,us_east,paid_ads,home,product_details,hover,2259.45,1920.53,black,pro
6996,user_67,sess_1330,5,2024-01-13T16:48:22Z,afternoon,january,desktop,us_east,paid_ads,product_details,search_results,hover,3505.62,2979.78,black,pro
6997,user_67,sess_1330,6,2024-01-13T16:50:12Z,afternoon,january,desktop,ap_south,direct,search_results,product_details,hover,1015.61,863.27,black,pro
6998,user_67,sess_1330,7,2024-01-13T16:53:03Z,afternoon,january,mobile,us_east,paid_ads,product_details,search_results,scroll,2242.12,1905.8,black,basic
6999,user_67,sess_1330,8,2024-01-13T16:53:42Z,afternoon,january,desktop,eu_west,paid_ads,search_results,exit,irrational_jump,6057.74,5149.08,black,pro
7000,user_50,sess_1331,0,2024-01-13T16:54:52Z,afternoon,january,desktop,us_east,direct,home,exit,scroll,7313.91,6216.82,black,pro
7001,user_50,sess_1332,0,2024-01-13T16:58:18Z,afternoon,january,mobile,eu_west,paid_ads,home,exit,hover,2304.24,1958.6,black,pro
7002,user_2,sess_1333,0,2024-01-13T17:02:54Z,evening,january,desktop,eu_west,paid_ads,home,search_results,click,7034.76,5979.55,black,pro
7003,user_2,sess_1333,1,2024-01-13T17:04:57Z,evening,january,tablet,us_east,paid_ads,search_results,product_details,scroll,3058.37,2599.61,black,pro
7004,user_2,sess_1333,2,2024-01-13T17:07:49Z,evening,january,tablet,us_east,direct,product_details,search_results,view,6276.86,5335.33,black,pro
7005,user_2,sess_1333,3,2024-01-13T17:09:22Z,evening,january,mobile,ap_south,organic,search_results,product_details,click,3033.58,2578.54,black,pro
7006,user_2,sess_1333,4,2024-01-13T17:09:50Z,evening,january,mobile,eu_west,organic,product_details,search_results,click,1793.52,1524.49,black,pro
7007,user_2,sess_1333,5,2024-01-13T17:12:13Z,evening,january,tablet,ap_south,organic,search_results,product_details,view,5088.72,4325.41,black,pro
7008,user_2,sess_1333,6,2024-01-13T17:13:34Z,evening,january,desktop,eu_west,organic,product_details,search_results,scroll,2813.75,2391.69,black,pro
7009,user_2,sess_1333,7,2024-01-13T17:18:31Z,evening,january,mobile,ap_south,paid_ads,search_results,product_details,scroll,2437.74,2072.08,black,pro
7010,user_2,sess_1333,8,2024-01-13T17:20:50Z,evening,january,desktop,ap_south,organic,product_details,search_results,scroll,2930.29,2490.75,black,pro
7011,user_2,sess_1333,9,2024-01-13T17:22:51Z,evening,january,tablet,eu_west,direct,search_results,product_details,scroll,2881.36,2449.16,black,pro
7012,user_2,sess_1333,10,2024-01-13T17:24:24Z,evening,january,desktop,ap_south,organic,product_details,search_results,click,1476.71,1255.2,black,pro
7013,user_2,sess_1333,11,2024-01-13T17:27:29Z,evening,january,tablet,ap_south,paid_ads,search_results,product_details,hover,3890.84,3307.21,black,basic
7014,user_2,sess_1333,12,2024-01-13T17:30:43Z,evening,january,desktop,eu_west,direct,product_details,exit,view,3855.38,3277.07,black,pro
7015,user_6,sess_1334,0,2024-01-13T17:31:45Z,evening,january,desktop,ap_south,organic,home,search_results,hover,2969.73,2524.27,black,pro
7016,user_6,sess_1334,1,2024-01-13T17:32:25Z,evening,january,tablet,ap_south,organic,search_results,product_details,hover,3706.4,3150.44,black,pro
7017,user_6,sess_1334,2,2024-01-13T17:35:04Z,evening,january,desktop,ap_south,paid_ads,product_details,exit,view,4624.25,3930.61,black,pro
7018,user_100,sess_1335,0,2024-01-13T17:36:17Z,evening,january,desktop,us_east,direct,home,search_results,hover,632.62,537.73,black,basic
7019,user_100,sess_1335,1,2024-01-13T17:37:19Z,evening,january,desktop,us_east,direct,search_results,product_details,hover,395.11,335.84,red,pro
7020,user_100,sess_1335,2,2024-01-13T17:40:54Z,evening,january,desktop,ap_south,direct,product_details,cart,add_to_cart,356.25,302.81,green,standard
7021,user_100,sess_1335,3,2024-01-13T17:43:09Z,evening,january,desktop,eu_west,direct,cart,checkout,click,1456.25,1237.81,silver,standard
7022,user_100,sess_1335,4,2024-01-13T17:46:28Z,evening,january,mobile,us_east,paid_ads,checkout,purchase,purchase,640.69,544.59,silver,pro
7023,user_100,sess_1335,5,2024-01-13T17:48:40Z,evening,january,tablet,us_east,direct,purchase,exit,scroll,516.67,439.17,blue,pro
7024,user_23,sess_1336,0,2024-01-13T17:50:29Z,evening,january,tablet,ap_south,organic,home,search_results,hover,4346.6,3694.61,black,pro
7025,user_23,sess_1336,1,2024-01-13T17:55:13Z,evening,january,tablet,ap_south,organic,search_results,product_details,scroll,2534.09,2153.98,black,standard
7026,user_23,sess_1336,2,2024-01-13T17:58:54Z,evening,january,mobile,us_east,organic,product_details,search_results,hover,5115.11,4347.84,black,pro
7027,user_23,sess_1336,3,2024-01-13T18:02:13Z,evening,january,desktop,eu_west,organic,search_results,product_details,scroll,2831.36,2406.66,black,pro
7028,user_23,sess_1336,4,2024-01-13T18:03:23Z,evening,january,desktop,us_east,direct,product_details,search_results,hover,1347.5,1145.38,black,pro
7029,user_23,sess_1336,5,2024-01-13T18:06:15Z,evening,january,mobile,ap_south,organic,search_results,product_details,click,3224.15,2740.53,black,pro
7030,user_23,sess_1336,6,2024-01-13T18:08:26Z,evening,january,desktop,us_east,paid_ads,product_details,search_results,click,2038.05,1732.34,black,pro
7031,user_23,sess_1336,7,2024-01-13T18:12:09Z,evening,january,tablet,ap_south,direct,search_results,home,hover,3046.21,2589.28,black,pro
7032,user_23,sess_1336,8,2024-01-13T18:14:04Z,evening,january,desktop,us_east,paid_ads,home,search_results,click,2857.12,2428.55,black,pro
7033,user_23,sess_1336,9,2024-01-13T18:18:08Z,evening,january,tablet,eu_west,organic,search_results,product_details,scroll,4078.56,3466.78,black,pro
7034,user_23,sess_1336,10,2024-01-13T18:21:57Z,evening,january,desktop,ap_south,paid_ads,product_details,search_results,click,7084.7,6021.99,black,pro
7035,user_23,sess_1336,11,2024-01-13T18:22:40Z,evening,january,desktop,us_east,direct,search_results,product_details,hover,4848.09,4120.88,black,pro
7036,user_23,sess_1336,12,2024-01-13T18:23:58Z,evening,january,desktop,us_east,paid_ads,product_details,search_results,hover,3870.99,3290.34,black,basic
7037,user_23,sess_1336,13,2024-01-13T18:25:17Z,evening,january,mobile,eu_west,paid_ads,search_results,product_details,click,3569.6,3034.16,black,pro
7038,user_23,sess_1336,14,2024-01-13T18:27:40Z,evening,january,tablet,eu_west,organic,product_details,search_results,view,3936.83,3346.31,red,pro
7039,user_23,sess_1336,15,2024-01-13T18:31:09Z,evening,january,mobile,us_east,direct,search_results,product_details,hover,6572.84,5586.91,black,pro
7040,user_23,sess_1336,16,2024-01-13T18:34:22Z,evening,january,tablet,us_east,direct,product_details,search_results,click,4313.8,3666.73,black,basic
7041,user_23,sess_1336,17,2024-01-13T18:38:19Z,evening,january,mobile,eu_west,direct,search_results,product_details,hover,1357.61,1153.97,black,standard
7042,user_23,sess_1336,18,2024-01-13T18:40:30Z,evening,january,mobile,ap_south,paid_ads,product_details,search_results,hover,2084.75,1772.04,black,pro
7043,user_23,sess_1336,19,2024-01-13T18:41:30Z,evening,january,mobile,ap_south,organic,search_results,product_details,view,5603.32,4762.82,black,standard
7044,user_23,sess_1336,20,2024-01-13T18:45:54Z,evening,january,desktop,us_east,direct,product_details,search_results,hover,3824.43,3250.77,black,pro
7045,user_23,sess_1336,21,2024-01-13T18:49:12Z,evening,january,desktop,ap_south,organic,search_results,product_details,hover,6498.4,5523.64,black,pro
7046,user_23,sess_1336,22,2024-01-13T18:54:04Z,evening,january,mobile,ap_south,direct,product_details,search_results,click,4688.57,3985.28,black,pro
7047,user_23,sess_1336,23,2024-01-13T18:57:57Z,evening,january,mobile,ap_south,paid_ads,search_results,product_details,hover,3513.31,2986.31,black,pro
7048,user_23,sess_1336,24,2024-01-13T18:58:47Z,evening,january,tablet,us_east,organic,product_details,search_results,click,3483.66,2961.11,black,pro
7049,user_83,sess_1337,0,2024-01-13T18:59:13Z,evening,january,desktop,ap_south,direct,home,product_details,view,416.23,353.8,black,standard
7050,user_83,sess_1337,1,2024-01-13T19:01:49Z,evening,january,desktop,ap_south,organic,product_details,home,irrational_jump,497.84,423.16,blue,basic
7051,user_83,sess_1337,2,2024-01-13T19:04:17Z,evening,january,tablet,us_east,paid_ads,home,search_results,view,306.04,260.13,blue,pro
7052,user_83,sess_1337,3,2024-01-13T19:08:37Z,evening,january,mobile,ap_south,organic,search_results,exit,click,338.96,288.12,blue,basic
7053,user_58,sess_1338,0,2024-01-13T19:10:25Z,evening,january,tablet,eu_west,organic,home,search_results,click,4140.36,3519.31,black,pro
7054,user_58,sess_1338,1,2024-01-13T19:12:54Z,evening,january,desktop,ap_south,organic,search_results,product_details,view,4864.28,4134.64,black,standard
7055,user_58,sess_1338,2,2024-01-13T19:15:22Z,evening,january,mobile,eu_west,paid_ads,product_details,search_results,scroll,2624.06,2230.45,black,pro
7056,user_58,sess_1338,3,2024-01-13T19:18:44Z,evening,january,mobile,ap_south,direct,search_results,exit,hover,2148.1,1825.88,black,pro
7057,user_24,sess_1339,0,2024-01-13T19:21:35Z,evening,january,tablet,ap_south,direct,home,search_results,hover,3284.53,2791.85,black,standard
7058,user_24,sess_1339,1,2024-01-13T19:24:21Z,evening,january,tablet,us_east,paid_ads,search_results,product_details,view,4073.92,3462.83,black,standard
7059,user_24,sess_1339,2,2024-01-13T19:28:30Z,evening,january,mobile,eu_west,paid_ads,product_details,cart,irrational_jump,1481.82,1259.55,black,pro
7060,user_24,sess_1339,3,2024-01-13T19:30:49Z,evening,january,tablet,ap_south,organic,cart,checkout,view,2766.88,2351.85,black,pro
7061,user_24,sess_1339,4,2024-01-13T19:32:46Z,evening,january,tablet,us_east,paid_ads,checkout,purchase,purchase,5022.45,4269.08,black,pro
7062,user_24,sess_1339,5,2024-01-13T19:36:05Z,evening,january,mobile,eu_west,organic,purchase,exit,view,4211.01,3579.36,black,pro
7063,user_69,sess_1340,0,2024-01-13T19:37:53Z,evening,january,tablet,ap_south,organic,home,product_details,click,1565.65,1330.8,red,standard
7064,user_69,sess_1340,1,2024-01-13T19:42:43Z,evening,january,desktop,ap_south,paid_ads,product_details,cart,add_to_cart,546.86,464.83,silver,basic
7065,user_69,sess_1340,2,2024-01-13T19:44:23Z,evening,january,desktop,us_east,paid_ads,cart,checkout,click,419.96,356.97,red,basic
7066,user_69,sess_1340,3,2024-01-13T19:46:56Z,evening,january,desktop,us_east,organic,checkout,purchase,purchase,371.11,315.44,silver,standard
7067,user_69,sess_1340,4,2024-01-13T19:51:34Z,evening,january,desktop,us_east,paid_ads,purchase,exit,hover,756.93,643.39,black,pro
7068,user_24,sess_1341,0,2024-01-13T19:55:28Z,evening,january,mobile,us_east,paid_ads,home,search_results,view,4810.75,4089.14,black,pro
7069,user_24,sess_1341,1,2024-01-13T19:55:44Z,evening,january,tablet,ap_south,paid_ads,search_results,product_details,scroll,3337.03,2836.48,black,standard
7070,user_24,sess_1341,2,2024-01-13T20:00:11Z,evening,january,mobile,us_east,direct,product_details,search_results,hover,3780.56,3213.48,black,pro
7071,user_24,sess_1341,3,2024-01-13T20:02:53Z,evening,january,tablet,eu_west,direct,search_results,product_details,hover,5690.94,4837.3,black,pro
7072,user_24,sess_1341,4,2024-01-13T20:05:35Z,evening,january,tablet,us_east,paid_ads,product_details,search_results,click,4694.72,3990.51,black,pro
7073,user_24,sess_1341,5,2024-01-13T20:06:55Z,evening,january,tablet,us_east,direct,search_results,product_details,view,3884.57,3301.88,black,pro
7074,user_24,sess_1341,6,2024-01-13T20:09:17Z,evening,january,mobile,eu_west,organic,product_details,search_results,hover,1886.51,1603.53,black,pro
7075,user_24,sess_1341,7,2024-01-13T20:11:58Z,evening,january,tablet,ap_south,paid_ads,search_results,product_details,click,2289.04,1945.68,black,pro
7076,user_24,sess_1341,8,2024-01-13T20:13:30Z,evening,january,desktop,eu_west,direct,product_details,exit,hover,2809.45,2388.03,black,pro
7077,user_13,sess_1342,0,2024-01-13T20:13:53Z,evening,january,mobile,us_east,organic,home,search_results,scroll,2890.87,2457.24,black,pro
7078,user_13,sess_1342,1,2024-01-13T20:15:00Z,evening,january,mobile,us_east,organic,search_results,home,hover,2385.56,2027.73,black,pro
7079,user_13,sess_1342,2,2024-01-13T20:18:48Z,evening,january,desktop,us_east,direct,home,search_results,hover,2260.87,1921.74,black,pro
7080,user_13,sess_1342,3,2024-01-13T20:20:07Z,evening,january,desktop,ap_south,paid_ads,search_results,home,scroll,2945.97,2504.07,black,pro
7081,user_13,sess_1342,4,2024-01-13T20:21:27Z,evening,january,mobile,eu_west,paid_ads,home,search_results,click,3591.88,3053.1,black,pro
7082,user_13,sess_1342,5,2024-01-13T20:22:00Z,evening,january,tablet,eu_west,direct,search_results,home,click,4258.32,3619.57,black,standard
7083,user_13,sess_1342,6,2024-01-13T20:26:56Z,evening,january,tablet,us_east,paid_ads,home,product_details,view,1490.94,1267.3,black,basic
7084,user_13,sess_1342,7,2024-01-13T20:30:11Z,evening,january,mobile,us_east,organic,product_details,search_results,hover,2657.7,2259.04,black,standard
7085,user_13,sess_1342,8,2024-01-13T20:33:47Z,evening,january,mobile,us_east,paid_ads,search_results,home,view,1563.98,1329.38,black,pro
7086,user_13,sess_1342,9,2024-01-13T20:37:20Z,evening,january,desktop,eu_west,organic,home,search_results,view,3316.34,2818.89,black,pro
7087,user_13,sess_1342,10,2024-01-13T20:41:27Z,evening,january,desktop,eu_west,direct,search_results,product_details,hover,3290.29,2796.75,black,pro
7088,user_13,sess_1342,11,2024-01-13T20:42:52Z,evening,january,desktop,ap_south,organic,product_details,search_results,click,3161.52,2687.29,black,pro
7089,user_13,sess_1342,12,2024-01-13T20:46:22Z,evening,january,desktop,us_east,paid_ads,search_results,product_details,click,2939.65,2498.7,red,pro
7090,user_13,sess_1342,13,2024-01-13T20:48:36Z,evening,january,tablet,ap_south,organic,product_details,search_results,click,2681.02,2278.87,blue,pro
7091,user_13,sess_1342,14,2024-01-13T20:52:02Z,evening,january,tablet,ap_south,paid_ads,search_results,product_details,click,3168.08,2692.87,blue,pro
7092,user_13,sess_1342,15,2024-01-13T20:54:08Z,evening,january,tablet,ap_south,direct,product_details,search_results,view,4312.39,3665.53,black,pro
7093,user_13,sess_1342,16,2024-01-13T20:58:18Z,evening,january,tablet,ap_south,paid_ads,search_results,product_details,view,2772.76,2356.85,black,standard
7094,user_13,sess_1342,17,2024-01-13T20:58:37Z,evening,january,desktop,eu_west,paid_ads,product_details,search_results,view,1934.31,1644.16,silver,pro
7095,user_13,sess_1342,18,2024-01-13T21:02:14Z,night,january,desktop,us_east,organic,search_results,product_details,scroll,3774.99,3208.74,black,pro
7096,user_13,sess_1342,19,2024-01-13T21:03:53Z,night,january,desktop,eu_west,paid_ads,product_details,search_results,click,4827.54,4103.41,black,basic
7097,user_13,sess_1342,20,2024-01-13T21:07:49Z,night,january,mobile,us_east,organic,search_results,home,hover,1894.09,1609.98,black,pro
7098,user_13,sess_1342,21,2024-01-13T21:11:21Z,night,january,desktop,us_east,direct,home,search_results,click,1771.16,1505.49,black,standard
7099,user_13,sess_1342,22,2024-01-13T21:13:45Z,night,january,tablet,eu_west,paid_ads,search_results,home,click,1866.07,1586.16,black,pro
7100,user_13,sess_1342,23,2024-01-13T21:16:28Z,night,january,desktop,us_east,paid_ads,home,search_results,click,3147.17,2675.09,black,standard
7101,user_13,sess_1342,24,2024-01-13T21:17:06Z,night,january,desktop,eu_west,paid_ads,search_results,product_details,scroll,7398.08,6288.37,black,pro
7102,user_53,sess_1343,0,2024-01-13T21:17:42Z,night,january,tablet,eu_west,paid_ads,home,search_results,hover,6717.74,5710.08,black,pro
7103,user_53,sess_1343,1,2024-01-13T21:21:48Z,night,january,mobile,eu_west,organic,search_results,product_details,hover,3781.37,3214.16,black,pro
7104,user_53,sess_1343,2,2024-01-13T21:23:39Z,night,january,tablet,us_east,organic,product_details,search_results,scroll,1846.57,1569.58,black,pro
7105,user_53,sess_1343,3,2024-01-13T21:26:50Z,night,january,desktop,us_east,paid_ads,search_results,product_details,view,6674.09,5672.98,black,pro
7106,user_53,sess_1343,4,2024-01-13T21:27:07Z,night,january,tablet,eu_west,organic,product_details,exit,view,6879.31,5847.41,black,pro
7107,user_83,sess_1344,0,2024-01-13T21:28:21Z,night,january,desktop,us_east,direct,home,search_results,view,366.6,311.61,blue,pro
7108,user_83,sess_1344,1,2024-01-13T21:29:06Z,night,january,tablet,eu_west,direct,search_results,home,scroll,551.47,468.75,green,basic
7109,user_83,sess_1344,2,2024-01-13T21:31:40Z,night,january,desktop,eu_west,organic,home,product_details,scroll,795.85,676.47,silver,pro
7110,user_83,sess_1344,3,2024-01-13T21:33:28Z,night,january,tablet,eu_west,paid_ads,product_details,search_results,hover,1021.13,867.96,red,standard
7111,user_83,sess_1344,4,2024-01-13T21:35:35Z,night,january,mobile,ap_south,paid_ads,search_results,product_details,hover,513.42,436.41,silver,pro
7112,user_83,sess_1344,5,2024-01-13T21:39:13Z,night,january,desktop,eu_west,paid_ads,product_details,exit,view,838.63,712.84,red,basic
7113,user_80,sess_1345,0,2024-01-13T21:41:49Z,night,january,tablet,ap_south,direct,home,exit,click,655.35,557.05,red,pro
7114,user_96,sess_1346,0,2024-01-13T21:43:39Z,night,january,mobile,ap_south,organic,home,exit,scroll,195.79,166.42,green,pro
7115,user_70,sess_1347,0,2024-01-13T21:48:35Z,night,january,desktop,us_east,direct,home,search_results,click,637.54,541.91,red,basic
7116,user_70,sess_1347,1,2024-01-13T21:50:11Z,night,january,mobile,us_east,organic,search_results,product_details,click,609.03,517.68,silver,standard
7117,user_70,sess_1347,2,2024-01-13T21:54:25Z,night,january,mobile,eu_west,organic,product_details,cart,add_to_cart,1257.64,1068.99,green,basic
7118,user_70,sess_1347,3,2024-01-13T21:57:22Z,night,january,mobile,us_east,direct,cart,product_details,scroll,566.96,481.92,silver,basic
7119,user_70,sess_1347,4,2024-01-13T21:58:05Z,night,january,mobile,eu_west,paid_ads,product_details,cart,add_to_cart,697.21,592.63,red,pro
7120,user_70,sess_1347,5,2024-01-13T22:02:22Z,night,january,desktop,eu_west,direct,cart,checkout,scroll,1262.12,1072.8,red,standard
7121,user_70,sess_1347,6,2024-01-13T22:07:18Z,night,january,mobile,eu_west,organic,checkout,purchase,purchase,722.68,614.28,green,pro
7122,user_70,sess_1347,7,2024-01-13T22:07:51Z,night,january,mobile,us_east,organic,purchase,exit,view,428.74,364.43,silver,basic
7123,user_43,sess_1348,0,2024-01-13T22:11:21Z,night,january,mobile,us_east,organic,home,search_results,hover,3256.28,2767.84,black,pro
7124,user_43,sess_1348,1,2024-01-13T22:12:11Z,night,january,tablet,eu_west,paid_ads,search_results,product_details,scroll,2309.6,1963.16,black,pro
7125,user_43,sess_1348,2,2024-01-13T22:15:00Z,night,january,desktop,eu_west,organic,product_details,search_results,view,3230.21,2745.68,black,pro
7126,user_43,sess_1348,3,2024-01-13T22:15:24Z,night,january,tablet,ap_south,direct,search_results,product_details,irrational_jump,3107.94,2641.75,black,pro
7127,user_43,sess_1348,4,2024-01-13T22:16:39Z,night,january,mobile,ap_south,direct,product_details,search_results,hover,2791.92,2373.13,black,pro
7128,user_43,sess_1348,5,2024-01-13T22:20:35Z,night,january,desktop,us_east,paid_ads,search_results,home,scroll,3822.16,3248.84,black,pro
7129,user_43,sess_1348,6,2024-01-13T22:23:24Z,night,january,mobile,us_east,direct,home,exit,scroll,3347.6,2845.46,black,pro
7130,user_87,sess_1349,0,2024-01-13T22:25:29Z,night,january,tablet,ap_south,direct,home,exit,scroll,542.88,461.45,black,standard
7131,user_97,sess_1350,0,2024-01-13T22:27:32Z,night,january,desktop,eu_west,paid_ads,home,search_results,click,704.84,599.11,silver,standard
7132,user_97,sess_1350,1,2024-01-13T22:29:49Z,night,january,mobile,ap_south,direct,search_results,exit,click,1065.6,905.76,black,basic
7133,user_37,sess_1351,0,2024-01-13T22:30:07Z,night,january,desktop,eu_west,organic,home,exit,view,2908.03,2471.83,black,pro
7134,user_19,sess_1352,0,2024-01-13T22:32:59Z,night,january,desktop,us_east,organic,home,product_details,click,2156.83,1833.31,black,pro
