event_index,user_id,session_id,step_index,timestamp,time_of_day,month,device,region,traffic,current_page,next_page,action,price,discounted_price,color,model_type,is_drifted,action_flag,rolling_cr,price_smooth,price_norm
10815,user_41,sess_1992,1,2024-01-20T15:05:01Z,afternoon,january,tablet,ap_south,paid_ads,search_results,product_details,hover,5731.21,4871.53,black,basic,1,0,0.01,3460.3571,1.7021540060570493
10816,user_41,sess_1992,2,2024-01-20T15:06:37Z,afternoon,january,tablet,eu_west,paid_ads,product_details,search_results,view,1285.18,1092.4,green,pro,1,0,0.01,3456.8368,-0.4139696383818301
10817,user_41,sess_1992,3,2024-01-20T15:08:08Z,afternoon,january,tablet,ap_south,organic,search_results,product_details,view,4693.04,3989.08,black,pro,1,0,0.01,3477.8944,1.2080286663838775
10818,user_41,sess_1992,4,2024-01-20T15:11:37Z,afternoon,january,mobile,ap_south,direct,product_details,,hover,3155.48,2682.16,black,pro,1,0,0.01,3488.1597,0.4762146501169061
10819,user_87,sess_1993,0,2024-01-20T15:13:06Z,afternoon,january,tablet,ap_south,organic,home,product_details,scroll,847.95,720.76,silver,basic,0,0,0.01,3473.5968999999996,-0.6220727643297007
10820,user_87,sess_1993,1,2024-01-20T15:14:37Z,afternoon,january,tablet,ap_south,direct,product_details,,click,449.03,381.68,red,basic,0,0,0.01,3443.8688,-0.8119419384557318
10821,user_65,sess_1994,0,2024-01-20T15:17:45Z,afternoon,january,mobile,ap_south,organic,home,search_results,scroll,2666.47,2266.5,black,pro,1,0,0.01,3419.2936,0.24346641779120048
10822,user_65,sess_1994,1,2024-01-20T15:22:03Z,afternoon,january,mobile,us_east,paid_ads,search_results,product_details,view,1829.62,1555.18,black,pro,1,0,0.01,3387.3384,-0.15483905289808322
10823,user_65,sess_1994,2,2024-01-20T15:23:15Z,afternoon,january,tablet,us_east,organic,product_details,,scroll,3195.74,2716.38,black,pro,1,0,0.01,3382.0815000000002,0.49537672008159567
10824,user_6,sess_1995,0,2024-01-20T15:26:43Z,afternoon,january,mobile,ap_south,organic,home,search_results,view,1779.27,1512.38,black,pro,1,0,0.01,3373.2798,-0.17880353930449464
10825,user_6,sess_1995,1,2024-01-20T15:29:32Z,afternoon,january,desktop,ap_south,organic,search_results,product_details,view,3062.16,2602.84,black,pro,1,0,0.01,3362.3273,0.43179824750625423
10826,user_6,sess_1995,2,2024-01-20T15:32:08Z,afternoon,january,desktop,ap_south,organic,product_details,,scroll,3541.02,3009.87,red,basic,1,0,0.01,3367.3504000000003,0.6597155059089196
10827,user_16,sess_1996,0,2024-01-20T15:33:25Z,afternoon,january,mobile,ap_south,direct,home,search_results,scroll,2315.65,1968.3,black,pro,1,0,0.01,3358.2613,0.07649082452213865
10828,user_16,sess_1996,1,2024-01-20T15:33:40Z,afternoon,january,tablet,us_east,organic,search_results,product_details,scroll,1534.56,1304.38,black,pro,1,0,0.01,3352.3382999999994,-0.29527522686185215
10829,user_16,sess_1996,2,2024-01-20T15:37:06Z,afternoon,january,mobile,ap_south,paid_ads,product_details,search_results,hover,1382.71,1175.3,black,pro,1,0,0.01,3357.7315000000003,-0.36754945249866605
10830,user_16,sess_1996,3,2024-01-20T15:38:21Z,afternoon,january,desktop,us_east,paid_ads,search_results,home,click,2026.87,1722.84,black,pro,1,0,0.01,3374.4186,-0.060956333063631137
10831,user_16,sess_1996,4,2024-01-20T15:40:15Z,afternoon,january,mobile,eu_west,organic,home,search_results,view,1343.01,1141.56,black,standard,1,0,0.01,3350.1142,-0.3864449859710501
10832,user_16,sess_1996,5,2024-01-20T15:41:29Z,afternoon,january,tablet,eu_west,direct,search_results,product_details,hover,3493.83,2969.76,black,pro,1,0,0.01,3352.9714999999997,0.6372550468519472
10833,user_16,sess_1996,6,2024-01-20T15:42:22Z,afternoon,january,desktop,eu_west,direct,product_details,search_results,hover,10921.86,9283.58,black,pro,1,0,0.01,3440.2479000000003,4.172685512818513
10834,user_16,sess_1996,7,2024-01-20T15:44:37Z,afternoon,january,mobile,us_east,direct,search_results,product_details,hover,1815.39,1543.08,black,pro,1,0,0.01,3401.3300999999997,-0.16161193555077893
10835,user_16,sess_1996,8,2024-01-20T15:47:08Z,afternoon,january,tablet,us_east,organic,product_details,search_results,scroll,12783.74,10866.18,green,pro,1,0,0.01,3515.0386000000003,5.058862234772224
10836,user_16,sess_1996,9,2024-01-20T15:49:39Z,afternoon,january,mobile,ap_south,organic,search_results,home,hover,3428.96,2914.62,black,pro,1,0,0.01,3520.7410999999997,0.6063796499664673
10837,user_16,sess_1996,10,2024-01-20T15:54:38Z,afternoon,january,desktop,ap_south,organic,home,search_results,click,3787.06,3219.0,black,pro,1,0,0.01,3523.9494,0.776820217635503
10838,user_16,sess_1996,11,2024-01-20T15:57:44Z,afternoon,january,desktop,ap_south,organic,search_results,product_details,view,1574.27,1338.13,black,pro,1,0,0.01,3466.0865999999996,-0.2763749338092484
10839,user_16,sess_1996,12,2024-01-20T15:59:05Z,afternoon,january,tablet,ap_south,paid_ads,product_details,search_results,view,3572.8,3036.88,black,pro,1,0,0.01,3457.1252999999997,0.6748414518472663
10840,user_16,sess_1996,13,2024-01-20T16:03:14Z,afternoon,january,tablet,us_east,paid_ads,search_results,product_details,click,2523.3,2144.81,black,pro,1,0,0.01,3465.7887,0.17532350778512462
10841,user_16,sess_1996,14,2024-01-20T16:07:21Z,afternoon,january,mobile,ap_south,organic,product_details,search_results,view,7045.7,5988.84,black,pro,1,0,0.01,3521.3736,2.3277960663621893
10842,user_16,sess_1996,15,2024-01-20T16:08:16Z,afternoon,january,tablet,ap_south,organic,search_results,product_details,hover,1383.33,1175.83,black,pro,1,0,0.01,3469.6894,-0.36725435852504196
10843,user_16,sess_1996,16,2024-01-20T16:12:13Z,afternoon,january,mobile,ap_south,organic,product_details,search_results,click,2544.07,2162.46,black,pro,1,0,0.01,3431.2241000000004,0.18520915590153306
10844,user_16,sess_1996,17,2024-01-20T16:13:43Z,afternoon,january,mobile,eu_west,direct,search_results,product_details,scroll,2183.06,1855.6,black,pro,1,0,0.01,3405.635,0.013383550388551754
10845,user_16,sess_1996,18,2024-01-20T16:16:56Z,afternoon,january,mobile,eu_west,paid_ads,product_details,search_results,scroll,3867.02,3286.97,black,pro,1,0,0.01,3401.4555999999993,0.8148778210725767
10846,user_16,sess_1996,19,2024-01-20T16:17:51Z,afternoon,january,mobile,ap_south,direct,search_results,product_details,hover,1084.3,921.65,black,pro,1,0,0.01,3379.9148999999998,-0.5095800858360493
10847,user_16,sess_1996,20,2024-01-20T16:22:12Z,afternoon,january,tablet,ap_south,paid_ads,product_details,search_results,view,6914.88,5877.65,black,pro,1,0,0.01,3410.8902000000003,2.2655312379274974
10848,user_16,sess_1996,21,2024-01-20T16:23:24Z,afternoon,january,tablet,ap_south,direct,search_results,purchase,irrational_jump,3789.73,3221.27,black,pro,1,0,0.01,3432.5756,0.7780910255541746
10849,user_16,sess_1996,22,2024-01-20T16:24:03Z,afternoon,january,mobile,ap_south,organic,purchase,,view,3658.5,3109.72,silver,basic,1,0,0.01,3415.1044,0.715631054330473
10850,user_16,sess_1997,0,2024-01-20T16:24:34Z,afternoon,january,mobile,eu_west,direct,home,search_results,scroll,3602.5,3062.12,black,basic,1,0,0.01,3434.7137,0.6889774050999061
10851,user_16,sess_1997,1,2024-01-20T16:28:14Z,afternoon,january,desktop,us_east,paid_ads,search_results,product_details,view,2639.72,2243.76,black,pro,1,0,0.01,3420.5626999999995,0.23073454070338506
10852,user_16,sess_1997,2,2024-01-20T16:32:46Z,afternoon,january,desktop,eu_west,paid_ads,product_details,search_results,hover,4450.81,3783.19,black,pro,1,0,0.01,3445.4145999999996,1.0927373547210169
10853,user_16,sess_1997,3,2024-01-20T16:36:14Z,afternoon,january,mobile,us_east,paid_ads,search_results,product_details,scroll,2377.11,2020.54,black,pro,1,0,0.01,3431.3729000000003,0.10574320455268581
10854,user_16,sess_1997,4,2024-01-20T16:38:32Z,afternoon,january,desktop,eu_west,direct,product_details,search_results,view,1852.29,1574.45,black,pro,1,0,0.01,3416.5008000000003,-0.14404908453992332
10855,user_16,sess_1997,5,2024-01-20T16:38:48Z,afternoon,january,tablet,us_east,organic,search_results,product_details,hover,4777.54,4060.91,red,pro,1,0,0.01,3458.0425,1.2482471192407152
10856,user_16,sess_1997,6,2024-01-20T16:41:52Z,afternoon,january,desktop,us_east,paid_ads,product_details,search_results,scroll,6020.38,5117.32,black,pro,1,0,0.01,3513.9094,1.8397867872713891
10857,user_16,sess_1997,7,2024-01-20T16:42:34Z,afternoon,january,tablet,us_east,direct,search_results,home,click,4374.51,3718.33,black,pro,1,0,0.01,3543.4145999999996,1.0564217576443693
10858,user_16,sess_1997,8,2024-01-20T16:45:34Z,afternoon,january,mobile,us_east,organic,home,search_results,hover,8562.76,7278.35,black,standard,1,0,0.01,3560.3686,3.049852943178686
10859,user_16,sess_1997,9,2024-01-20T16:46:42Z,afternoon,january,desktop,us_east,organic,search_results,home,view,2363.15,2008.68,black,pro,1,0,0.01,3534.7631,0.09909883056592306
10860,user_16,sess_1997,10,2024-01-20T16:47:34Z,afternoon,january,desktop,ap_south,direct,home,search_results,scroll,4319.57,3671.63,black,pro,1,0,0.01,3541.7952999999998,1.0302726239170952
10861,user_16,sess_1997,11,2024-01-20T16:49:14Z,afternoon,january,desktop,eu_west,paid_ads,search_results,product_details,click,2020.05,1717.04,black,pro,1,0,0.01,3534.0604000000003,-0.06420236677349657
10862,user_16,sess_1997,12,2024-01-20T16:51:44Z,afternoon,january,desktop,us_east,direct,product_details,,click,2748.91,2336.57,black,standard,1,0,0.01,3542.8053999999997,0.28270439712277073
10863,user_72,sess_1998,0,2024-01-20T16:52:40Z,afternoon,january,mobile,ap_south,paid_ads,home,product_details,click,446.72,379.71,blue,standard,0,0,0.01,3531.562,-0.8130414014864926
10864,user_72,sess_1998,1,2024-01-20T16:55:25Z,afternoon,january,desktop,eu_west,paid_ads,product_details,cart,add_to_cart,716.94,609.4,black,basic,0,1,0.02,3496.4742000000006,-0.684428024788568
10865,user_72,sess_1998,2,2024-01-20T16:59:25Z,afternoon,january,tablet,us_east,organic,cart,product_details,scroll,258.59,219.8,black,pro,0,0,0.02,3476.3120999999996,-0.9025833841605382
10866,user_72,sess_1998,3,2024-01-20T17:03:18Z,evening,january,tablet,us_east,direct,product_details,cart,add_to_cart,799.51,679.58,red,basic,0,1,0.03,3425.2784,-0.6451281709141411
10867,user_72,sess_1998,4,2024-01-20T17:05:05Z,evening,january,desktop,us_east,direct,cart,checkout,view,710.71,604.1,blue,pro,0,0,0.03,3402.3456,-0.6873932432654686
10868,user_72,sess_1998,5,2024-01-20T17:06:21Z,evening,january,mobile,us_east,organic,checkout,purchase,purchase,977.43,830.82,green,standard,0,0,0.03,3406.3945000000003,-0.5604457196444544
10869,user_72,sess_1998,6,2024-01-20T17:10:45Z,evening,january,mobile,us_east,organic,purchase,,hover,625.81,531.94,red,basic,0,0,0.02,3408.0933,-0.7278020793310959
10870,user_40,sess_1999,0,2024-01-20T17:15:09Z,evening,january,desktop,us_east,paid_ads,home,product_details,view,3958.63,3364.84,black,pro,1,0,0.02,3440.6289,0.8584803354656523
10871,user_40,sess_1999,1,2024-01-20T17:15:35Z,evening,january,tablet,ap_south,paid_ads,product_details,,click,3614.47,3072.3,black,pro,1,0,0.02,3434.2270999999996,0.6946746226229398
4,user_72,sess_2,0,2024-01-01T00:13:11Z,night,january,mobile,ap_south,direct,home,search_results,scroll,1202.54,1022.16,red,standard,0,0,0.02,3424.7244,-0.45330280931779526
5,user_72,sess_2,1,2024-01-01T00:18:07Z,night,january,tablet,ap_south,paid_ads,search_results,,scroll,801.35,681.15,red,standard,0,0,0.02,3398.1862,-0.6442524081537082
99,user_19,sess_20,0,2024-01-01T04:28:15Z,night,january,desktop,eu_west,organic,home,search_results,click,809.27,687.88,black,basic,0,0,0.02,3371.9169,-0.6404828206196709
100,user_19,sess_20,1,2024-01-01T04:32:23Z,night,january,mobile,eu_west,direct,search_results,product_details,scroll,883.84,751.26,green,standard,0,0,0.02,3341.5144,-0.6049906309210391
101,user_19,sess_20,2,2024-01-01T04:35:32Z,night,january,tablet,eu_west,paid_ads,product_details,search_results,hover,671.14,570.47,black,standard,0,0,0.02,3324.2317,-0.706226902194996
102,user_19,sess_20,3,2024-01-01T04:39:57Z,night,january,tablet,ap_south,direct,search_results,product_details,hover,482.94,410.5,black,standard,0,0,0.02,3318.6976,-0.7958022019305796
103,user_19,sess_20,4,2024-01-01T04:44:05Z,night,january,mobile,ap_south,direct,product_details,cart,add_to_cart,374.55,318.37,black,pro,0,1,0.03,3266.2982,-0.8473912919323857
104,user_19,sess_20,5,2024-01-01T04:46:19Z,night,january,tablet,eu_west,direct,cart,product_details,click,525.33,446.53,black,standard,0,0,0.03,3233.4651,-0.7756263413790845
105,user_19,sess_20,6,2024-01-01T04:47:51Z,night,january,mobile,eu_west,organic,product_details,search_results,hover,647.53,550.4,green,basic,0,0,0.03,3177.6500999999994,-0.7174642710938117
106,user_19,sess_20,7,2024-01-01T04:52:35Z,night,january,mobile,eu_west,direct,search_results,product_details,scroll,549.54,467.11,black,basic,0,0,0.03,3166.6327,-0.764103397667084
107,user_19,sess_20,8,2024-01-01T04:55:43Z,night,january,tablet,ap_south,direct,product_details,search_results,hover,1129.3,959.9,silver,standard,0,0,0.03,3143.2294,-0.4881619748472009
108,user_19,sess_20,9,2024-01-01T04:58:40Z,night,january,tablet,us_east,organic,search_results,product_details,view,746.52,634.54,silver,pro,0,0,0.03,3121.1936000000005,-0.670349186498565
109,user_19,sess_20,10,2024-01-01T05:01:22Z,morning,january,mobile,ap_south,paid_ads,product_details,cart,add_to_cart,355.67,302.32,black,pro,0,1,0.04,3046.5894,-0.8563773793872625
110,user_19,sess_20,11,2024-01-01T05:02:28Z,morning,january,desktop,us_east,direct,cart,product_details,view,319.62,271.68,green,pro,0,0,0.04,3005.6674,-0.87353566607944
111,user_19,sess_20,12,2024-01-01T05:05:46Z,morning,january,mobile,us_east,organic,product_details,search_results,scroll,694.94,590.7,blue,basic,0,0,0.04,2980.8081,-0.6948991012720049
112,user_19,sess_20,13,2024-01-01T05:09:16Z,morning,january,mobile,eu_west,paid_ads,search_results,product_details,scroll,488.26,415.02,silver,basic,0,0,0.04,2942.9678000000004,-0.7932701052536757
113,user_19,sess_20,14,2024-01-01T05:11:41Z,morning,january,desktop,ap_south,paid_ads,product_details,search_results,click,780.23,663.2,green,pro,0,0,0.04,2924.5465000000004,-0.6543046415778077
114,user_19,sess_20,15,2024-01-01T05:13:16Z,morning,january,tablet,eu_west,paid_ads,search_results,home,hover,691.74,587.98,red,pro,0,0,0.04,2891.4275,-0.6964221669423231
115,user_19,sess_20,16,2024-01-01T05:15:39Z,morning,january,mobile,us_east,direct,home,product_details,click,526.46,447.49,green,basic,0,0,0.04,2789.4841,-0.7750885088142533
116,user_19,sess_20,17,2024-01-01T05:18:57Z,morning,january,tablet,eu_west,direct,product_details,cart,add_to_cart,357.52,303.89,green,pro,0,1,0.05,2768.4084000000003,-0.8554968570466099
117,user_19,sess_20,18,2024-01-01T05:19:16Z,morning,january,tablet,ap_south,direct,cart,checkout,view,256.0,217.6,green,pro,0,0,0.05,2736.5546000000004,-0.9038161154374519
118,user_19,sess_20,19,2024-01-01T05:21:57Z,morning,january,mobile,ap_south,organic,checkout,purchase,purchase,607.67,516.52,silver,basic,0,0,0.05,2720.2706,-0.7364359578497116
119,user_19,sess_20,20,2024-01-01T05:24:20Z,morning,january,tablet,us_east,paid_ads,purchase,,scroll,292.87,248.94,silver,pro,0,0,0.05,2702.5078999999996,-0.8862675431672554
922,user_84,sess_200,0,2024-01-02T16:10:59Z,afternoon,january,mobile,ap_south,paid_ads,home,,scroll,529.57,450.13,blue,pro,0,0,0.05,2657.5190000000002,-0.7736082793659128
923,user_64,sess_201,0,2024-01-02T16:12:15Z,afternoon,january,desktop,us_east,organic,home,search_results,hover,377.91,321.22,green,pro,0,0,0.05,2642.6901999999995,-0.8457920729785516
924,user_64,sess_201,1,2024-01-02T16:13:32Z,afternoon,january,tablet,ap_south,organic,search_results,home,click,335.58,285.24,silver,basic,0,0,0.05,2606.3271,-0.8659393760487285
925,user_64,sess_201,2,2024-01-02T16:17:23Z,afternoon,january,desktop,eu_west,direct,home,product_details,hover,544.51,462.83,blue,basic,0,0,0.05,2563.1497,-0.7664974665176153
926,user_64,sess_201,3,2024-01-02T16:18:06Z,afternoon,january,tablet,eu_west,direct,product_details,,hover,1050.82,893.2,green,standard,0,0,0.05,2546.9294999999997,-0.5255151604117525
927,user_87,sess_202,0,2024-01-02T16:20:27Z,afternoon,january,desktop,ap_south,direct,home,search_results,hover,410.97,349.32,black,pro,0,0,0.05,2490.0027,-0.8300569007720777
928,user_87,sess_202,1,2024-01-02T16:23:19Z,afternoon,january,tablet,ap_south,organic,search_results,,view,218.59,185.8,red,pro,0,0,0.05,2434.1922999999997,-0.9216217050395146
929,user_32,sess_203,0,2024-01-02T16:28:16Z,afternoon,january,tablet,us_east,direct,home,product_details,view,603.6,513.06,blue,standard,0,0,0.05,2413.5672999999997,-0.7383731069991475
930,user_32,sess_203,1,2024-01-02T16:31:49Z,afternoon,january,desktop,us_east,organic,product_details,,hover,988.96,840.62,red,pro,0,0,0.05,2406.0672999999997,-0.5549579236510894
931,user_38,sess_204,0,2024-01-02T16:33:51Z,afternoon,january,tablet,eu_west,organic,home,product_details,hover,714.05,606.94,black,basic,0,0,0.05,2371.9171,-0.6858035434720741
932,user_38,sess_204,1,2024-01-02T16:36:26Z,afternoon,january,tablet,eu_west,direct,product_details,search_results,click,296.79,252.27,black,pro,0,0,0.05,2343.5444,-0.8844017877211158
933,user_38,sess_204,2,2024-01-02T16:40:17Z,afternoon,january,tablet,us_east,direct,search_results,home,hover,579.08,492.22,black,pro,0,0,0.05,2313.9028,-0.75004359769796
934,user_38,sess_204,3,2024-01-02T16:44:07Z,afternoon,january,tablet,us_east,organic,home,product_details,click,828.39,704.13,silver,pro,0,0,0.05,2281.1231,-0.6313825032395203
935,user_38,sess_204,4,2024-01-02T16:45:56Z,afternoon,january,desktop,us_east,paid_ads,product_details,cart,add_to_cart,440.85,374.72,silver,pro,0,1,0.06,2269.4345,-0.8158352750754825
936,user_38,sess_204,5,2024-01-02T16:48:47Z,afternoon,january,tablet,ap_south,direct,cart,product_details,scroll,415.44,353.12,blue,basic,0,0,0.06,2247.6137,-0.8279293684138521
937,user_38,sess_204,6,2024-01-02T16:51:45Z,afternoon,january,tablet,ap_south,direct,product_details,search_results,scroll,421.88,358.6,green,pro,0,0,0.06,2178.5852,-0.824864198752337
938,user_38,sess_204,7,2024-01-02T16:54:24Z,afternoon,january,tablet,us_east,organic,search_results,product_details,click,494.14,420.02,red,standard,0,0,0.06,2147.5561000000002,-0.7904714720844663
939,user_38,sess_204,8,2024-01-02T16:54:50Z,afternoon,january,mobile,eu_west,organic,product_details,cart,add_to_cart,305.21,259.43,black,standard,0,1,0.07,2108.115,-0.8803942211760912
940,user_38,sess_204,9,2024-01-02T16:57:19Z,afternoon,january,tablet,eu_west,organic,cart,checkout,click,600.85,510.72,silver,basic,0,0,0.07,2079.6561,-0.7396819915595771
941,user_38,sess_204,10,2024-01-02T16:58:19Z,afternoon,january,tablet,ap_south,direct,checkout,,view,615.97,523.57,black,basic,0,0,0.07,2043.9687000000004,-0.732485506267324
942,user_98,sess_205,0,2024-01-02T17:02:26Z,evening,january,mobile,eu_west,direct,home,search_results,scroll,623.35,529.85,black,standard,0,0,0.07,1992.8900999999998,-0.7289729360651529
943,user_98,sess_205,1,2024-01-02T17:06:54Z,evening,january,desktop,ap_south,paid_ads,search_results,home,scroll,533.83,453.76,blue,standard,0,0,0.07,1985.3766,-0.771580698192302
944,user_98,sess_205,2,2024-01-02T17:08:45Z,evening,january,desktop,us_east,paid_ads,home,search_results,hover,301.29,256.1,green,standard,0,0,0.07,1941.4591,-0.8822599766222309
945,user_98,sess_205,3,2024-01-02T17:12:50Z,evening,january,mobile,us_east,direct,search_results,product_details,click,480.56,408.48,black,standard,0,0,0.07,1914.7099000000003,-0.7969349820228787
946,user_98,sess_205,4,2024-01-02T17:14:13Z,evening,january,tablet,eu_west,paid_ads,product_details,,scroll,1338.15,1137.43,black,pro,0,0,0.07,1919.6119,-0.38875814195784564
947,user_54,sess_206,0,2024-01-02T17:16:39Z,evening,january,desktop,eu_west,paid_ads,home,search_results,scroll,610.67,519.07,red,standard,0,0,0.07,1921.2282999999998,-0.7350080837837883
948,user_54,sess_206,1,2024-01-02T17:17:17Z,evening,january,tablet,eu_west,organic,search_results,,click,365.0,310.25,red,standard,0,0,0.07,1898.2135999999998,-0.8519366910422413
949,user_71,sess_207,0,2024-01-02T17:17:53Z,evening,january,desktop,us_east,organic,home,product_details,hover,735.69,625.34,green,basic,0,0,0.07,1887.2743,-0.6755038118765478
950,user_71,sess_207,1,2024-01-02T17:20:50Z,evening,january,desktop,us_east,organic,product_details,cart,add_to_cart,1348.2,1145.97,silver,standard,0,1,0.08,1868.7989000000002,-0.38397476383700285
951,user_71,sess_207,2,2024-01-02T17:25:20Z,evening,january,desktop,eu_west,paid_ads,cart,checkout,click,650.65,553.05,black,pro,0,0,0.08,1857.5127,-0.7159792820652515
952,user_71,sess_207,3,2024-01-02T17:27:50Z,evening,january,tablet,eu_west,organic,checkout,purchase,purchase,502.65,427.25,green,standard,0,0,0.08,1831.9175999999998,-0.7864210693174639
953,user_71,sess_207,4,2024-01-02T17:32:49Z,evening,january,mobile,us_east,organic,purchase,,view,1048.98,891.63,black,standard,0,0,0.08,1806.9972,-0.5263909231721854
954,user_29,sess_208,0,2024-01-02T17:34:37Z,evening,january,mobile,eu_west,organic,home,search_results,click,425.56,361.73,red,basic,0,0,0.08,1788.0963000000002,-0.8231126732314712
955,user_29,sess_208,1,2024-01-02T17:38:38Z,evening,january,mobile,ap_south,organic,search_results,,click,896.89,762.36,blue,pro,0,0,0.08,1781.7196000000001,-0.5987793787342732
956,user_15,sess_209,0,2024-01-02T17:41:51Z,evening,january,tablet,ap_south,direct,home,search_results,scroll,411.56,349.83,red,pro,0,0,0.08,1772.0081,-0.8297760855391129
957,user_15,sess_209,1,2024-01-02T17:43:54Z,evening,january,desktop,us_east,organic,search_results,,scroll,444.62,377.93,green,pro,0,0,0.08,1756.1856,-0.814040913332639
120,user_82,sess_21,0,2024-01-01T05:24:55Z,morning,january,mobile,eu_west,direct,home,product_details,scroll,350.95,298.31,blue,standard,0,0,0.08,1746.265,-0.8586239012509818
121,user_82,sess_21,1,2024-01-01T05:28:42Z,morning,january,tablet,ap_south,direct,product_details,,hover,589.6,501.16,red,basic,0,0,0.08,1717.2226999999998,-0.7450365193067893
958,user_98,sess_210,0,2024-01-02T17:48:24Z,evening,january,tablet,us_east,direct,home,,irrational_jump,799.82,679.85,silver,pro,0,0,0.08,1616.0023,-0.6449806239273289
959,user_47,sess_211,0,2024-01-02T17:49:33Z,evening,january,desktop,ap_south,direct,home,search_results,click,1023.63,870.09,black,basic,0,0,0.08,1608.0847,-0.5384564590292367
960,user_47,sess_211,1,2024-01-02T17:49:50Z,evening,january,desktop,ap_south,paid_ads,search_results,product_details,click,899.41,764.5,blue,basic,0,0,0.08,1489.2414,-0.5975799645188977
961,user_47,sess_211,2,2024-01-02T17:51:11Z,evening,january,mobile,ap_south,organic,product_details,search_results,hover,440.0,374.0,blue,basic,0,0,0.08,1459.3518000000001,-0.8162398393941607
962,user_47,sess_211,3,2024-01-02T17:56:06Z,evening,january,mobile,eu_west,organic,search_results,product_details,scroll,347.49,295.37,black,standard,0,0,0.08,1424.9560999999999,-0.8602707160070132
963,user_47,sess_211,4,2024-01-02T17:56:31Z,evening,january,desktop,ap_south,paid_ads,product_details,cart,add_to_cart,642.11,545.79,black,basic,0,1,0.09,1415.6345000000001,-0.7200439635729129
964,user_47,sess_211,5,2024-01-02T17:58:04Z,evening,january,tablet,ap_south,organic,cart,checkout,hover,432.8,367.88,red,standard,0,0,0.09,1384.2345,-0.8196667371523765
965,user_47,sess_211,6,2024-01-02T18:01:22Z,evening,january,desktop,eu_west,direct,checkout,purchase,purchase,603.75,513.19,silver,pro,0,0,0.09,1365.039,-0.7383017132958513
966,user_47,sess_211,7,2024-01-02T18:05:40Z,evening,january,desktop,ap_south,organic,purchase,,click,732.11,622.29,blue,standard,0,0,0.09,1301.9031,-0.6772077415952161
967,user_55,sess_212,0,2024-01-02T18:09:33Z,evening,january,tablet,ap_south,paid_ads,home,,scroll,430.58,365.99,red,standard,0,0,0.09,1292.3756,-0.8207233639611596
968,user_19,sess_213,0,2024-01-02T18:14:01Z,evening,january,desktop,us_east,direct,home,search_results,click,581.6,494.36,green,standard,0,0,0.09,1272.7509,-0.7488441834825845
969,user_19,sess_213,1,2024-01-02T18:16:49Z,evening,january,tablet,eu_west,direct,search_results,product_details,scroll,1439.5,1223.58,red,basic,0,0,0.09,1265.3153,-0.34051979643073943
970,user_19,sess_213,2,2024-01-02T18:17:28Z,evening,january,tablet,eu_west,direct,product_details,cart,add_to_cart,705.95,600.06,green,pro,0,1,0.1,1233.7046,-0.6896588034500667
971,user_19,sess_213,3,2024-01-02T18:18:31Z,evening,january,desktop,ap_south,organic,cart,checkout,hover,597.27,507.68,green,pro,0,0,0.1,1228.8343,-0.7413859212782454
972,user_19,sess_213,4,2024-01-02T18:23:03Z,evening,january,mobile,eu_west,organic,checkout,purchase,purchase,749.9,637.41,red,pro,0,0,0.1,1167.1845,-0.6687404483842915
973,user_19,sess_213,5,2024-01-02T18:24:00Z,evening,january,tablet,eu_west,paid_ads,purchase,,click,950.92,808.28,green,pro,0,0,0.1,1138.7964,-0.5730633668069959
974,user_33,sess_214,0,2024-01-02T18:27:09Z,evening,january,mobile,ap_south,paid_ads,home,search_results,scroll,764.23,649.6,black,pro,0,0,0.1,1109.8537,-0.6619199699293982
975,user_33,sess_214,1,2024-01-02T18:29:36Z,evening,january,desktop,us_east,organic,search_results,product_details,view,1411.67,1199.92,black,basic,0,0,0.1,1087.9453999999998,-0.35376570818228714
976,user_33,sess_214,2,2024-01-02T18:31:18Z,evening,january,tablet,ap_south,paid_ads,product_details,cart,add_to_cart,949.68,807.23,silver,standard,0,1,0.11,1071.045,-0.5736535547542443
977,user_33,sess_214,3,2024-01-02T18:35:42Z,evening,january,desktop,us_east,organic,cart,checkout,click,514.09,436.98,blue,pro,0,0,0.11,1031.6778,-0.7809761095460767
978,user_33,sess_214,4,2024-01-02T18:37:06Z,evening,january,mobile,us_east,direct,checkout,search_results,irrational_jump,417.77,355.1,red,basic,0,0,0.11,1012.0844000000001,-0.8268203862226519
979,user_33,sess_214,5,2024-01-02T18:38:35Z,evening,january,mobile,eu_west,direct,search_results,home,scroll,521.82,443.55,silver,standard,0,0,0.11,998.7797,-0.7772969540362146
980,user_33,sess_214,6,2024-01-02T18:40:05Z,evening,january,tablet,ap_south,direct,home,product_details,scroll,488.65,415.35,green,basic,0,0,0.11,955.8907999999999,-0.7930844816251057
981,user_33,sess_214,7,2024-01-02T18:44:28Z,evening,january,mobile,eu_west,paid_ads,product_details,cart,add_to_cart,674.13,573.01,green,pro,0,1,0.12,902.4283,-0.7048037877092924
982,user_33,sess_214,8,2024-01-02T18:48:03Z,evening,january,desktop,eu_west,paid_ads,cart,checkout,click,602.19,511.86,red,basic,0,0,0.12,864.7050999999999,-0.7390442078101314
983,user_33,sess_214,9,2024-01-02T18:53:01Z,evening,january,tablet,ap_south,paid_ads,checkout,purchase,purchase,639.75,543.79,black,basic,0,0,0.12,785.475,-0.7211672245047726
